iter	Logloss
0	0.6797392317
1	0.6760195713
2	0.6663538771
3	0.6648152843
4	0.6602121058
5	0.6542858434
6	0.6518390841
7	0.6465953013
8	0.6388657842
9	0.6374194146
10	0.6326034536
11	0.625056752
12	0.6209210678
13	0.6144576576
14	0.6087457693
15	0.6050134176
16	0.6011803168
17	0.5861691769
18	0.5778296641
19	0.567728466
20	0.5546810645
21	0.5450839723
22	0.5335019832
23	0.5201254996
24	0.5144352701
25	0.4967255548
26	0.4848741712
27	0.4737745585
28	0.4656948783
29	0.4596481511
30	0.455049451
31	0.4452932819
32	0.4437383473
33	0.4342324629
34	0.4328562112
35	0.4205062424
36	0.408167049
37	0.4031010238
38	0.3914283665
39	0.3797869928
40	0.3729384091
41	0.3620851511
42	0.3503888967
43	0.3436097554
44	0.3341771986
45	0.3259490616
46	0.3223479067
47	0.3119161332
48	0.3072155075
49	0.2995035583
50	0.2964533045
51	0.2901068352
52	0.2809099268
53	0.2780376293
54	0.273117823
55	0.2656938428
56	0.2609409823
57	0.2556354909
58	0.2489597771
59	0.2483541092
60	0.241161559
61	0.2397904212
62	0.2345078076
63	0.2268159933
64	0.225058041
65	0.2205963497
66	0.2147590062
67	0.2134162037
68	0.2081855723
69	0.2076969899
70	0.203250164
71	0.2014233704
72	0.1973976897
73	0.1970906499
74	0.1928629194
75	0.1883608203
76	0.1822525994
77	0.1795983255
78	0.1771079807
79	0.1731140354
80	0.16961787
81	0.1695216849
82	0.1665679479
83	0.1623368855
84	0.1579720486
85	0.154764147
86	0.1510114597
87	0.1491919746
88	0.1461657191
89	0.143087214
90	0.1406739775
91	0.1396978603
92	0.1367539825
93	0.1345283827
94	0.1325064683
95	0.1301149128
96	0.1281087688
97	0.1268174058
98	0.1249549995
99	0.1229650687
100	0.122174446
101	0.1198175143
102	0.1171349838
103	0.1142322118
104	0.1117425327
105	0.1101649664
106	0.1082142291
107	0.1070111394
108	0.1055914947
109	0.1053409211
110	0.103903169
111	0.1034988939
112	0.1019253006
113	0.1006937596
114	0.09867638082
115	0.09667400155
116	0.09500817729
117	0.09394184703
118	0.09183917108
119	0.09085662468
120	0.08976999609
121	0.0886449876
122	0.08848838623
123	0.0878828374
124	0.08686295877
125	0.08640865216
126	0.08620254613
127	0.08585723918
128	0.08567967687
129	0.08550342996
130	0.08480641616
